郑康业，香港演员，代表作品为《猛鬼舞厅》《猴形扣手》《七十二家房客》等。[1] 	郑康业 香港 演员 代表作品 猛鬼 舞厅 猴形 扣手 七十二家 房客
余秋雨，1946年8月23日出生于浙江省余姚县桥头镇（今属浙江省慈溪市），中国当代作家、学者[1] 。1966年毕业于上海戏剧学院戏剧文学系。[1] 1980年陆续出版了《世界戏剧学》《中国戏剧史》《观众心理学》。1985年成为中国大陆最年轻的文科教授。1986年被授予上海十大学术精英。1987年被授予国家级突出贡献专家的荣誉称号。余秋雨以擅写历史文化散文著称，他的散文集《文化苦旅》在出版后广受欢迎。此外，他还著有《中国文脉》《山河之书》《千年一叹》等散文作品。	余秋雨 日出 生于 浙江省 余姚 桥头镇 今属 浙江省 慈溪市 中国 当代作家 学者 毕业 上海戏剧学院 戏剧 文学系 陆续 出版 世界 戏剧 中国 戏剧 观众 心理学 成为 中国 大陆 年轻 文科 教授 授予 上海 十大 学术 精英 授予 国家级 突出贡献 专家 荣誉称号 余秋雨 历史 文化 散文 著称 散文集 文化 苦旅 出版 后广 受欢迎 中国 文脉 山河 千年 一叹 散文 作品
卢燕（LisaLu），1927年1月19日出生于北京市，美籍华裔女演员。1960年，主演个人首部电影《山路》[1] 。1971年，凭借电影《董夫人》获得第9届台湾电影金马奖最佳女主角奖[1] 。1973年，卢燕凭借战争电影《十四女英豪》获得第11届台湾电影金马奖最佳女配角奖[1] 。1975年，她因主演剧情电影《倾城倾国》而获得第12届台湾电影金马奖最佳女主角奖[1] 。1976年，凭借古装电影《瀛台泣血》获得亚洲电影节杰出成就奖。1988年，担任美国奥斯卡金像奖最佳外语片评审执行委员[2] 。1993年，在剧情电影《喜福会》中饰演安美。1994年，作为首位华人担任美国奥斯卡金像奖终身评委[3] 。2000年，获得美国联合国协会国际和平文化奖[1] 。2005年，获得第5届华语电影传媒大奖百年影星奖[4] 。2006年，获得亚美音乐演艺基金会颁发的“终生成就奖”[5] 。2011年，凭借剧情电影《团圆》获得第3届英国伦敦万像华语电影节最佳女演员奖[6] 。2015年，获得第16届华鼎奖和第2届金色银幕奖的终生成就奖[7] 。2016年，获得第6届华人榜颁奖礼和第49届美国休斯顿国际电影节的终身成就奖[8] 。	卢燕 LisaLu 日出 生于 北京市 美籍 华裔 女演员 主演 个人 首部 电影 山路 电影 董夫人 获得 台湾 电影 金马奖 最佳 主角奖 卢燕 战争 电影 英豪 获得 台湾 电影 金马奖 最佳 配角奖 主演 剧情 电影 倾城倾国 获得 台湾 电影 金马奖 最佳 主角奖 古装 电影 瀛台 泣血 获得 亚洲 电影节 杰出 成就奖 担任 美国 奥斯卡金像奖 最佳 外语片 评审 执行 委员 剧情 电影 喜福会 饰演 安美 首位 华人 担任 美国 奥斯卡金像奖 终身 评委 获得 美国 联合国 协会 国际 和平 文化 获得 华语 电影 传媒 大奖 百年 影星 获得 亚美 音乐 演艺 基金会 颁发 终生 成就奖 剧情 电影 团圆 获得 英国伦敦 万像 华语 电影节 最佳 女演员 获得 届华鼎奖 金色 银幕 终生 成就奖 获得 华人 颁奖礼 美国 休斯顿 国际 电影节 终身 成就奖
贺治华，原名贺稚番，女，四川开江县人，是中华人民共和国开国元帅之一朱德的第四任妻子[1] ，朱敏的生母。与朱德离婚后嫁与他人，后来叛变，出卖了罗亦农。	贺治华 原名 贺稚番 四川 开江县 中华人民共和国 开国 元帅 朱德 第四任 妻子 朱敏 生母 朱德 离婚 后来 叛变 出卖 罗亦农
王福龄，1925年出生于上海，香港著名作曲家，毕业于上海光华大学，后来由进修上海音乐专科学校，著作丰富。1989年逝世于香港。王福龄主要代表作品有《我的中国心》、《今宵多珍重》、《南屏晚钟》、《钻石》、《不了情》（1961）等。	王福龄 年出 生于 上海 香港 著名 作曲家 毕业 上海 光华 大学 后来 进修 上海 音乐 专科学校 著作 丰富 逝世 香港 王福龄 主要 代表作品 中国 今宵 珍重 南屏 晚钟 钻石 不了情
李幼邻，著名爱国人士、原中华民国代总统李宗仁之子（1920年2月—1993年5月），男，汉族，原籍广西壮族自治区桂林市临桂区两江镇，生于广东省新会县（今江门市新会区），其生母为李秀文；相继毕业于美国威斯康星州贝莱特学院、芝加哥大学，1993年5月在美国去世，享年73岁。	李幼邻 著名 爱国人士 中华民国 代总统 李宗仁 之子 汉族 原籍 广西壮族自治区 桂林市 临桂 两江 生于 广东省 新会县 江门市 新会区 生母 李秀文 相继 毕业 美国 威斯康星州 贝莱特 学院 芝加哥大学 美国 去世 享年
阿诺德·施瓦辛格（ArnoldSchwarzenegger），1947年7月30日生于奥地利，奥林匹亚先生[1] 、健美运动员、力量举运动员、演员、导演、制片人、加州州长、政治家，拥有美国/奥地利双重国籍。[2] 施瓦辛格幼时练习健美，1967年20岁时获得了环球健美及奥林匹亚先生头衔。1968年，到美国发展后，在大学修习工商管理，并开班授课、拍摄健美录像带。[3] 1970年进入影视圈，1984年拍摄的《终结者》塑造了阿诺冷酷的银幕形象，之后接连拍摄多部动作片。[4] 2003年竞选加州州长获得成功，跨入政坛。2011年1月3日卸任，任期达7年。[5] 卸任后的施瓦辛格重返大银幕，继续接拍电影。[6] 2015年，施瓦辛格在《终结者：创世纪》中饰演苍老版终结者T-800。[7] 	阿诺德 施瓦辛格 ArnoldSchwarzenegger 生于 奥地利 奥林匹亚 先生 健美 运动员 力量 运动员 演员 导演 制片人 加州 州长 政治家 拥有 美国 奥地利 双重国籍 施瓦辛格 幼时 练习 健美 获得 环球 健美 奥林匹亚 先生 头衔 美国 发展 大学 修习 工商管理 开班 授课 拍摄 健美 录像带 进入 影视圈 拍摄 终结者 塑造 阿诺 冷酷 银幕 形象 之后 接连 拍摄 多部 动作片 竞选 加州 州长 获得成功 跨入 政坛 卸任 任期 卸任 施瓦辛格 重返 银幕 继续 拍电影 施瓦辛格 终结者 创世纪 饰演 苍老 终结者
田华，1928年8月出生于河北唐县，中国女演员，中国文学艺术界联合会第十届荣誉委员[1] 。1950年因在电影《白毛女》扮演“喜儿”被观众熟知。[2] 1958年在影片《党的女儿》中扮演李玉梅。[3] 1959年调入八一电影制片厂。[4] 1980年主演电影《法庭内外》，凭借此片获得第一届中国电影金鸡奖最佳女主角提名。[5] 2008年参演青少年励志电影《寻找成龙》。[6] 2009年获得第12届中国电影表演艺术学会金凤凰奖终身成就奖。[7] 2010年获得第30届大众电影百花奖终身成就奖[8] ，同年客串演出贺岁喜剧电影《戒烟不戒酒》。[9] 2011年参演温情电影《飞越老人院》。[10] 2017年11月，评为第六届全国道德模范（助人为乐类）。[11] 	田华 生于 河北 唐县 中国 女演员 中国文学艺术界联合会 第十届 荣誉 委员 电影 白毛女 扮演 喜儿 观众 熟知 影片 女儿 扮演 李玉梅 调入 八一电影制片厂 主演 电影 法庭 内外 此片 获得 第一届 中国 电影 金鸡奖 最佳 女主角 提名 参演 青少年 励志 电影 寻找 成龙 获得 中国 电影 表演艺术 学会 金凤凰 终身 成就奖 获得 大众 电影 百花奖 终身 成就奖 同年 客串演出 贺岁 喜剧电影 戒烟 戒酒 参演 温情 电影 飞越 老人院 评为 第六届 全国 道德 模范 助人为乐
金铁霖，1940年出生于黑龙江省哈尔滨市，满族。中国著名歌唱家，声乐教育家。历任中国音乐家协会副主席、中国音乐学院院长、教授、博士生导师、[1] 中国民族声乐学会副会长。在教学中培养出许多优秀的歌唱家和声乐演员。其学生在全国性的声乐比赛中获奖70余人次，获省市级比赛奖者若干。现任中国传媒大学音乐与录音艺术学院名誉院长，推出了金氏唱法。	金铁 年出 生于 黑龙江省 哈尔滨市 满族 中国 著名 歌唱家 声乐 教育家 历任 中国音乐家协会 主席 中国音乐学院 院长 教授 博士生 导师 中国 民族 声乐 学会 副会长 教学 培养 优秀 歌唱家 声乐 演员 学生 全国性 声乐 比赛 获奖 余人次 省市级 比赛 奖者 若干 现任 中国 传媒大学 音乐 录音 艺术 学院 名誉 院长 推出 金氏 唱法
"王刚，1948年12月22日出生于辽宁省锦州市，长于吉林长春，[1] 国家一级演员，节目主持人，原中央电视台播音指导。1982年，王刚因播讲七十五回评书版《夜幕下的哈尔滨》而被广泛关注。[2] 1984年，在电视剧版《夜幕下的哈尔滨》中饰演说书人。[3] 1986年，主持中央电视台春节联欢晚会。[4] 1991年，因主播长篇小说《夜幕下的哈尔滨》被中国广播电视学会评选为""全国听众喜爱的演播艺术家""。1994年，因在古装喜剧《宰相刘罗锅》中饰演和珅而被人们所熟识。王刚也凭借该剧获得北京电视艺术春燕奖和第14届中国电视金鹰奖最佳男配角。[5] 1998年，主演古装武侠剧《霹雳菩萨》。[6] 2001年，因在古装喜剧《铁齿铜牙纪晓岚》中与张国立、张铁林合作而获得铁三角称号。[7] 2002年，开始主持北京电视台《天下收藏》栏目。2005年，在古装剧《一生为奴》中饰演僧格林沁。[8] 2007年，主演古装剧《少年嘉庆》。[9] 2008年主演电影《大灌篮》。[10] 2010年，在奇幻电影《魔侠传之唐吉可德》中饰演桑丘。[11] 2012年，与小沈阳领衔主演抗战剧《杀倭令》。[12-13] 2013年，在当代家庭剧《家宴》中饰演老冯头。[14] "	王刚 日出 生于 辽宁省 锦州市 长于 吉林长春 国家一级 演员 节目 主持人 中央电视台 播音 指导 王刚 播讲 评书 夜幕 哈尔滨 广泛 关注 电视剧 夜幕 哈尔滨 饰演 说书人 主持 中央电视台 春节 联欢晚会 因主播 长篇小说 夜幕 哈尔滨 中国 广播电视 学会 评选 全国 听众 喜爱 演播 艺术家 因在 古装 喜剧 宰相 刘罗锅 饰演 和珅 人们 熟识 王刚 该剧 获得 北京 电视 艺术 春燕奖 中国 电视 金鹰奖 最佳 男配角 主演 古装 武侠剧 霹雳 菩萨 因在 古装 喜剧 铁齿 铜牙 纪晓岚 张国立 张铁林 合作 获得 铁三角 称号 主持 北京电视台 天下 收藏 栏目 古装剧 一生 为奴 饰演 僧格林沁 主演 古装剧 少年 嘉庆 主演 电影 灌篮 奇幻 电影 魔侠 唐吉可德 饰演 桑丘 沈阳 领衔主演 抗战 倭令 当代 家庭 家宴 饰演 冯头
陆锦花（1927年2月25日——2018年1月10日）越剧小生演员。上海少壮越剧团创建者，为该团团长。1954年参加华东戏曲研究院越剧实验剧团，为上海越剧院主要小生演员之一。国家一级演员，开创小生流派“陆派”。中国戏剧家协会会员，中国民主同盟盟员。1983年退休后旅居美国。2018年1月10日晚，陆锦花因病在美国逝世，享年91岁。[1] 	陆锦花 越剧 小生 演员 上海 少壮 越剧团 创建者 该团 团长 参加 华东 戏曲 研究院 越剧 实验 剧团 上海 剧院 主要 小生 演员 国家一级 演员 开创 小生 流派 陆派 中国戏剧家协会 会员 中国民主同盟 盟员 退休 旅居 美国 日晚 陆锦花 因病 美国 逝世 享年
黄宗洛（1926年9月26日-2012年6月30日），男，汉族，原名黄宗河，别名容元[1] ，1926年9月26日出生于浙江省瑞安市，国家文艺一级演员，表演艺术家，北京人民艺术剧院原话剧演员，中国戏剧家协会会员，中国电影家协会会员，中国电视艺术家协会会员。代表作《茶馆》等，2012年6月30日下午黄宗洛因重症肺炎医治无效，在北京同仁医院逝世，享年86岁。曾是北京人民艺术剧院话剧演员，于1987年退休。是文艺一级演员。	黄宗洛 汉族 原名 黄宗河 别名 容元 日出 生于 浙江省 瑞安市 国家 文艺 一级 演员 表演艺术家 北京人民艺术剧院 话剧 演员 中国戏剧家协会 会员 中国电影家协会 会员 中国 电视艺术家协会 会员 代表作 茶馆 下午 黄宗洛 重症 肺炎 医治无效 北京同仁医院 逝世 享年 北京人民艺术剧院 话剧 演员 退休 文艺 一级 演员
"白雪仙（原名陈淑良），粤剧表演艺术家，1928年5月19日出生于广州，籍贯广东顺德，粤剧名伶小生王白驹荣之女，排行第九，故行内爱称她为""九姑娘""，世人尊称她为仙姐。"	白雪 原名 陈淑良 粤剧 表演艺术家 日出 生于 广州 籍贯 广东 顺德 粤剧 名伶 小生 白驹荣 之女 排行 第九 行内 爱称 姑娘 世人 尊称 仙姐
